area_sqft,bedrooms,bathrooms,floors,parking,age_years,city,locality,school_distance_km,hospital_distance_km,metro_distance_km,price
2054,3,3,1,1,22,Pune,West,0.41,7.89,1.31,10706841
4918,3,2,3,3,4,Mumbai,Central,3.93,3.46,12.87,43784511
4539,5,6,3,3,30,Delhi,Central,7.54,4.12,1.42,31506282
2278,4,5,3,0,21,Pune,South,8.94,4.95,13.91,12125671
1631,3,3,3,3,28,Pune,Central,0.21,3.92,11.12,8697193
4874,5,6,2,0,23,Chandigarh,North,3.3,1.15,6.6,22424854
822,5,4,2,1,6,Chandigarh,South,3.8,4.82,12.05,4624217
4050,4,5,2,0,11,Pune,South,0.88,5.62,8.72,21161676
2309,3,4,2,2,14,Mumbai,Central,5.9,2.56,6.81,20540707
2303,3,2,2,3,15,Chandigarh,West,6.87,1.26,14.43,10466792
1938,4,3,1,3,2,Mumbai,South,1.78,4.21,9.99,18370284
4314,4,4,1,2,9,Chandigarh,Central,7.63,5.55,9.84,21282190
2417,5,5,1,2,4,Bengaluru,Central,3.38,5.33,1.89,17249460
4728,3,3,1,2,29,Mumbai,North,5.21,2.09,13.05,40267508
4691,2,3,3,1,0,Mumbai,East,9.1,5.33,9.2,40210170
2849,2,2,1,2,24,Chandigarh,Central,9.82,7.36,12.79,12528547
4835,2,1,2,0,0,Pune,East,1.15,4.77,6.66,24822454
1448,3,2,1,2,8,Mumbai,East,5.32,6.16,5.86,14595203
2438,5,4,1,1,0,Mumbai,South,4.15,7.28,10.32,24584480
1344,4,5,2,2,23,Chandigarh,Central,3.59,5.35,3.64,7730530
854,2,1,1,3,25,Delhi,East,6.8,2.7,11.74,5435740
4838,1,1,1,1,3,Bengaluru,Central,3.07,4.61,3.58,29172876
2065,2,3,1,2,19,Pune,South,5.24,8.3,1.33,11505060
2867,4,3,2,1,24,Mumbai,East,5.08,9.77,14.22,25072551
3647,5,4,1,2,28,Chandigarh,South,0.4,4.08,14.13,17358433
3837,1,2,1,3,2,Pune,North,0.5,7.69,12.56,19911689
2854,3,3,3,1,1,Pune,East,7.96,4.79,10.27,15829516
2628,4,5,3,1,1,Bengaluru,Central,3.55,0.48,6.05,17926959
1694,4,5,2,3,16,Pune,North,4.07,5.27,12.62,9173385
4325,4,4,3,3,26,Delhi,North,6.71,6.9,7.33,30319572
769,1,1,3,0,0,Mumbai,Central,7.45,0.95,13.83,6078644
1883,5,6,3,3,1,Bengaluru,East,9.18,9.57,13.92,13547296
3546,4,4,3,0,15,Bengaluru,South,8.49,3.69,3.64,22960643
4688,5,5,2,1,24,Pune,North,8.04,5.15,5.78,24924017
1183,5,4,3,1,22,Delhi,East,2.45,2.0,11.71,9445403
3365,2,3,3,0,10,Delhi,West,1.11,0.94,12.56,21536013
739,2,1,1,2,20,Pune,North,8.1,2.63,5.72,4072336
4000,5,5,3,0,18,Delhi,North,5.16,0.81,13.85,28075173
1249,5,4,2,2,8,Delhi,West,2.31,5.37,3.76,10846268
695,3,4,1,1,27,Delhi,South,5.58,3.97,9.79,5701710
4011,4,4,1,2,2,Delhi,East,4.47,0.92,7.58,29309452
2066,5,4,2,2,16,Bengaluru,East,9.56,5.92,0.83,14637814
2443,2,2,2,0,6,Bengaluru,North,1.61,1.84,0.87,15468310
3134,1,1,2,3,8,Pune,North,9.68,4.5,14.26,16105799
2470,2,2,3,3,28,Mumbai,South,8.35,7.62,7.87,20950767
2601,4,5,2,0,21,Chandigarh,West,1.18,7.93,10.34,13168128
3157,4,3,2,3,14,Delhi,Central,5.59,6.0,0.63,23372699
4124,1,2,3,3,4,Pune,East,2.18,3.24,11.16,20960359
4200,4,3,2,3,14,Delhi,Central,6.41,6.85,12.13,28183698
4310,1,1,2,3,15,Delhi,East,9.56,7.12,14.91,28354021
4972,3,2,1,2,30,Bengaluru,East,2.99,4.57,4.82,30380322
4402,1,2,2,2,22,Mumbai,Central,2.29,6.74,10.12,36180649
2915,4,5,3,2,1,Chandigarh,West,5.31,6.29,1.55,14002574
1570,4,5,3,2,19,Bengaluru,Central,5.82,7.61,4.24,10807439
1845,2,2,3,3,9,Pune,Central,6.19,5.32,0.31,10544262
1758,2,1,3,1,20,Pune,Central,8.65,3.0,2.52,9642120
4002,5,5,2,0,16,Delhi,South,9.67,3.76,1.12,28190075
3406,3,3,3,1,17,Bengaluru,North,8.89,7.71,3.11,21642625
4707,3,3,3,2,1,Delhi,South,7.32,4.37,13.89,31355672
3702,2,3,1,0,3,Delhi,East,7.48,4.88,5.75,24277698
2526,2,1,2,2,4,Chandigarh,Central,7.35,0.55,5.6,11353071
2282,1,1,1,2,14,Pune,West,7.89,8.8,10.78,11245833
2325,4,5,3,1,13,Pune,East,0.98,5.07,10.53,11923363
2621,2,2,3,2,18,Delhi,West,3.09,8.06,10.51,18402320
3424,3,4,1,0,30,Mumbai,Central,9.06,1.18,9.91,28989118
1709,2,1,2,0,27,Bengaluru,West,3.44,1.9,3.3,10954921
740,5,6,1,2,19,Chandigarh,Central,5.57,1.11,5.79,4989537
4234,4,4,3,3,22,Mumbai,North,5.47,5.99,5.34,37297618
2519,2,1,2,0,9,Pune,South,7.21,9.3,12.0,12159108
753,2,3,2,3,3,Pune,West,7.13,7.39,4.42,4863709
1593,1,1,1,0,3,Pune,Central,6.19,1.96,8.29,7635852
2063,3,2,3,0,21,Pune,Central,2.55,5.52,10.82,10986341
1517,5,6,2,2,14,Chandigarh,North,7.24,1.03,8.69,8664505
3228,4,4,1,3,29,Mumbai,West,2.2,0.5,7.8,29344233
4053,5,4,1,0,9,Pune,Central,7.25,0.96,3.52,22261126
3630,1,2,3,0,28,Pune,South,2.53,2.69,0.21,18134429
1518,4,5,1,1,24,Bengaluru,West,8.4,7.32,5.42,10387817
2328,4,3,2,0,9,Mumbai,North,1.21,9.06,8.62,22123673
2995,1,1,1,3,4,Bengaluru,South,9.61,1.08,10.31,17862506
4368,2,1,1,3,12,Pune,West,6.4,3.65,1.34,23162721
1071,3,4,2,1,25,Mumbai,East,7.51,6.38,6.52,10131301
816,2,2,3,1,30,Delhi,South,0.22,1.38,11.31,5388766
3495,1,1,2,2,27,Mumbai,South,3.36,3.44,8.54,29085170
2961,1,2,1,0,19,Bengaluru,East,5.72,7.05,12.06,17587869
3161,3,3,2,3,15,Delhi,South,1.62,3.06,4.7,22041749
775,3,3,3,2,7,Pune,West,2.43,1.2,10.99,4976882
1089,1,1,1,3,9,Pune,East,5.97,9.17,13.49,5446143
1686,3,2,3,2,26,Mumbai,North,4.45,9.64,5.98,15504574
4601,5,4,2,2,18,Mumbai,Central,3.26,7.66,12.52,41367756
1287,4,5,3,3,24,Chandigarh,West,9.92,0.21,3.12,7149300
1995,5,4,3,3,6,Chandigarh,West,3.1,1.35,6.19,10538039
736,4,5,2,2,0,Chandigarh,East,5.24,4.79,11.16,4297317
1069,1,1,2,2,16,Pune,East,6.3,0.99,10.48,4716793
1841,2,3,3,3,11,Delhi,Central,5.47,9.25,9.03,12562865
1117,3,4,3,1,4,Delhi,South,4.1,8.14,12.83,7802206
2282,4,5,2,1,9,Bengaluru,South,0.97,5.45,4.83,15423481
3089,2,3,2,1,18,Mumbai,North,7.05,5.02,13.3,25987619
1945,2,3,1,2,8,Mumbai,East,9.7,8.14,11.32,16399922
4418,4,4,3,1,22,Chandigarh,North,8.08,6.45,1.16,21194162
3938,1,1,2,2,30,Delhi,East,4.21,5.25,11.24,24344266
3936,1,1,1,0,5,Pune,West,3.73,4.04,11.94,19394033
4014,2,2,2,1,17,Mumbai,South,4.77,2.16,8.46,33414734
4568,4,5,2,0,29,Pune,North,7.58,4.45,8.3,23675614
537,1,1,1,2,21,Mumbai,Central,7.82,5.16,7.74,4124882
1541,4,5,3,1,2,Mumbai,West,1.62,0.34,9.45,15348361
1499,1,1,3,1,23,Delhi,South,7.38,6.18,2.72,9476706
2603,4,5,2,1,30,Delhi,North,1.94,2.61,0.46,18778198
1336,1,1,1,1,8,Bengaluru,West,4.51,7.03,9.58,8643800
4322,2,2,3,3,25,Delhi,Central,6.63,1.72,4.17,28036320
2163,3,2,1,1,9,Bengaluru,West,2.41,9.2,3.03,13830987
2446,3,2,2,0,16,Pune,South,0.5,7.38,3.88,13472780
4983,2,2,1,0,21,Chandigarh,North,4.9,9.66,3.78,22368938
2922,1,1,2,2,20,Pune,South,7.76,6.3,7.24,14196181
3521,2,1,3,0,15,Pune,Central,9.82,3.92,9.65,17993604
2635,4,4,1,1,22,Pune,West,4.6,6.93,8.18,13703745
3761,3,2,2,3,11,Bengaluru,North,5.38,3.91,5.94,23924195
668,4,4,3,3,20,Pune,South,4.09,5.44,9.5,4413538
885,1,1,1,1,18,Chandigarh,East,9.25,9.96,9.08,3717526
4001,3,4,2,3,18,Pune,East,7.52,9.58,7.4,21413179
2175,1,2,2,3,15,Mumbai,East,6.92,4.62,6.41,19140173
4394,5,4,3,3,25,Delhi,West,3.32,5.37,14.21,29852443
3681,2,3,1,0,15,Delhi,South,1.57,1.52,10.73,23799074
2878,5,5,3,2,13,Delhi,West,3.8,7.83,5.02,19847257
2220,3,4,2,0,13,Delhi,West,6.97,1.63,8.95,14804720
2946,4,4,2,1,0,Chandigarh,South,9.96,3.69,6.54,14161872
3707,4,4,3,2,5,Chandigarh,South,8.13,5.95,9.6,17766528
1654,5,4,2,1,25,Mumbai,East,8.16,1.99,8.99,16525946
3583,1,1,2,3,23,Mumbai,East,6.38,2.77,4.33,32003292
2213,2,1,3,0,2,Pune,North,9.34,4.89,8.51,10609814
3861,4,4,3,0,10,Bengaluru,Central,9.06,8.86,7.73,25225206
3228,3,2,1,0,29,Delhi,Central,9.32,8.98,2.25,21792023
2912,3,2,2,1,19,Bengaluru,South,7.97,5.04,12.88,16744986
2936,5,6,2,2,5,Delhi,Central,3.94,4.62,0.39,21997741
2695,1,1,2,0,13,Chandigarh,Central,1.07,7.35,9.11,12478877
3234,4,3,3,2,8,Chandigarh,East,7.85,9.29,14.85,14986892
2966,2,2,2,1,9,Bengaluru,East,7.33,9.7,8.63,18298599
2285,3,3,1,3,20,Bengaluru,East,7.38,6.23,13.04,14730274
2935,4,4,1,1,3,Chandigarh,South,7.81,3.41,9.94,14070499
517,2,2,1,3,24,Chandigarh,South,0.93,4.86,6.44,2435894
1371,3,2,1,0,9,Delhi,East,7.21,3.82,6.46,9781661
1102,2,2,1,1,5,Delhi,West,9.5,9.9,7.37,8865193
3864,5,5,1,3,8,Mumbai,North,6.47,4.67,6.98,35906730
3269,3,3,1,2,30,Bengaluru,West,3.58,1.23,14.38,19380460
588,2,1,1,3,25,Bengaluru,North,9.89,0.92,6.13,4710159
4933,2,3,3,3,21,Delhi,Central,9.74,9.91,9.82,32514158
3774,5,4,1,1,12,Bengaluru,West,8.14,6.55,13.18,23603782
3043,4,3,2,2,2,Delhi,East,2.31,4.96,14.42,20428949
997,2,3,3,0,28,Delhi,Central,1.99,1.41,1.08,6633521
1552,4,4,2,3,6,Chandigarh,East,9.54,6.62,7.08,8429342
1431,2,2,3,0,30,Delhi,East,3.55,1.7,8.82,8387228
3016,1,1,2,1,14,Mumbai,East,9.9,2.58,12.61,23754313
2583,3,2,1,2,10,Mumbai,South,2.76,1.13,2.23,23396750
3631,2,2,3,0,30,Pune,North,3.53,5.24,12.81,17175301
1908,5,6,1,2,25,Delhi,North,4.9,6.65,6.6,14548912
1193,4,4,1,3,17,Delhi,West,6.75,8.48,5.45,9326189
3375,4,3,1,1,5,Delhi,East,3.15,4.94,6.19,23492148
1234,5,4,3,3,3,Bengaluru,North,6.48,8.17,5.37,9359795
3961,4,4,3,2,13,Bengaluru,North,8.2,7.14,12.47,25156538
3862,2,3,1,0,22,Delhi,South,8.12,2.72,8.79,25192278
4724,1,1,3,1,18,Pune,South,2.51,2.99,1.86,22677207
2338,3,2,1,3,29,Pune,North,8.55,2.14,14.57,11960613
2519,5,4,3,1,10,Chandigarh,West,7.77,9.72,14.16,12372056
4217,2,2,1,3,25,Delhi,West,2.24,7.13,4.41,28389863
4171,5,6,1,2,12,Chandigarh,North,4.82,6.35,12.76,19870698
4864,4,4,3,2,16,Delhi,West,7.2,2.33,2.81,34173724
4955,3,2,2,1,10,Delhi,North,2.49,0.73,6.55,32642374
4450,5,5,1,1,13,Bengaluru,South,9.67,3.55,14.86,27980962
759,1,1,1,2,19,Pune,North,4.79,8.13,13.86,2592544
2099,1,1,2,3,17,Mumbai,East,9.44,1.83,4.53,18522397
2709,5,4,1,2,9,Pune,East,4.18,0.64,14.37,14709613
972,2,2,2,2,2,Delhi,South,2.09,4.67,0.51,7880006
1449,1,2,2,3,27,Chandigarh,North,3.32,5.36,11.76,6004828
3836,4,5,3,2,17,Chandigarh,North,1.65,6.86,1.75,18611519
3311,5,5,3,1,1,Bengaluru,West,3.5,4.1,13.66,22144458
4461,5,4,2,0,20,Delhi,West,9.36,3.1,3.78,30495705
1107,3,4,1,2,16,Bengaluru,South,7.79,2.78,5.0,8634776
3621,1,1,2,1,7,Chandigarh,West,5.27,5.81,2.12,16787102
3490,4,4,1,2,16,Delhi,Central,3.84,6.26,8.72,24432202
3290,3,4,2,0,22,Delhi,East,5.82,4.4,4.1,22202496
2741,4,3,1,0,20,Chandigarh,South,3.37,9.39,1.33,14150762
909,5,6,3,3,11,Delhi,South,0.69,5.02,7.14,8257035
3535,4,3,2,2,18,Chandigarh,West,6.48,0.83,11.06,16642669
4536,1,1,3,0,7,Delhi,Central,8.04,4.73,2.4,29250014
1518,1,2,3,0,11,Mumbai,East,1.08,4.06,9.05,12737004
2046,3,3,2,3,4,Bengaluru,East,6.29,7.65,10.94,13965116
4059,5,6,1,2,24,Delhi,North,9.34,3.48,14.52,28081327
2488,1,1,3,1,23,Delhi,Central,6.7,9.91,12.39,15085958
4824,2,3,1,3,21,Delhi,West,8.99,3.19,1.62,32664442
1606,2,1,1,2,22,Chandigarh,Central,8.89,4.64,11.62,7541756
4911,4,3,2,0,10,Chandigarh,West,8.13,9.51,7.09,23436820
1399,5,5,2,3,0,Pune,Central,7.98,3.72,14.36,8602669
3143,4,4,3,0,20,Mumbai,North,8.13,8.27,10.69,27537453
2162,4,3,2,2,28,Bengaluru,South,5.66,6.91,2.24,14080586
4587,4,3,2,0,15,Delhi,North,3.69,7.72,14.68,30247795
3590,2,1,3,0,1,Pune,North,0.75,6.84,5.06,19459972
4217,4,5,3,3,2,Pune,East,3.62,7.73,5.96,22622701
3736,5,4,3,0,15,Pune,West,4.45,4.96,4.69,20105289
4507,3,3,3,3,14,Pune,Central,9.0,8.14,4.97,22663259
2927,1,2,3,1,16,Pune,East,5.16,1.04,0.89,13997401
3311,3,3,3,1,26,Bengaluru,North,7.3,8.19,13.1,20140761
937,5,4,2,2,5,Delhi,West,4.18,5.27,3.08,9357738
3165,1,2,3,2,13,Mumbai,Central,5.15,3.8,11.28,26908609
3237,4,4,2,2,1,Bengaluru,South,3.48,1.32,12.55,22114483
4043,4,4,2,2,29,Bengaluru,Central,7.39,8.99,6.6,25409677
3307,5,4,1,0,2,Chandigarh,Central,3.29,7.84,10.13,16592816
1208,2,1,3,3,12,Delhi,Central,5.78,2.19,4.53,9170185
4379,1,1,3,3,5,Mumbai,West,1.01,8.84,13.75,36933073
1198,1,1,2,2,14,Mumbai,Central,2.24,3.0,1.87,10018836
950,4,5,1,2,27,Delhi,North,6.77,2.41,3.76,8507634
4684,5,6,2,2,25,Mumbai,North,8.93,6.3,14.85,42608441
606,1,1,3,0,8,Chandigarh,North,3.76,2.1,5.6,2741786
1367,2,2,2,3,8,Delhi,East,1.84,0.39,3.58,9324373
2874,4,3,2,2,16,Delhi,East,5.88,3.96,1.59,19972258
1068,4,3,1,3,15,Chandigarh,South,5.98,7.46,4.92,5932430
4851,5,4,1,1,27,Bengaluru,West,9.95,4.54,2.98,31149533
763,4,5,3,1,26,Delhi,South,1.89,0.86,10.14,6273118
3338,2,2,1,1,11,Chandigarh,South,4.41,7.25,8.49,15288669
3865,5,6,2,2,9,Mumbai,Central,6.5,1.72,6.33,35966386
4344,3,4,3,3,2,Pune,North,1.66,3.59,0.84,23091474
2196,3,2,3,2,12,Chandigarh,West,8.32,1.49,13.84,10280762
4296,1,2,1,3,29,Mumbai,West,1.0,6.75,0.41,37356458
2599,3,4,2,1,12,Chandigarh,West,1.04,5.44,13.35,13143223
3448,4,5,2,2,17,Bengaluru,West,8.62,4.79,3.36,21929813
1881,3,2,2,3,12,Mumbai,South,2.54,2.72,4.75,18227657
2387,4,4,1,0,20,Mumbai,North,3.81,5.58,11.22,21259741
4496,5,6,1,2,8,Mumbai,South,5.15,8.57,11.32,40803214
1484,3,3,3,0,26,Pune,East,2.71,0.78,5.2,8798661
3343,3,2,3,0,29,Delhi,South,3.5,4.92,10.13,21672116
3602,4,3,1,0,24,Pune,North,1.86,9.43,4.94,19357628
4183,2,2,3,3,11,Bengaluru,Central,2.23,9.89,12.5,25352107
2637,1,2,3,0,6,Bengaluru,Central,0.77,2.34,14.43,14163717
4439,5,6,1,2,26,Pune,North,3.26,9.23,8.14,23886790
3939,4,4,3,3,0,Bengaluru,East,3.23,6.94,8.62,26321881
543,3,4,3,0,15,Mumbai,West,3.85,1.01,12.88,4444354
4663,3,2,1,0,0,Bengaluru,South,2.33,8.34,10.69,28815587
1513,5,6,3,2,28,Bengaluru,South,4.46,1.12,10.95,10762189
2277,4,4,3,2,19,Delhi,East,7.7,7.45,0.34,17415005
1459,1,1,2,3,15,Mumbai,West,7.23,1.6,5.07,12098599
1568,5,4,2,1,5,Mumbai,South,5.68,6.7,1.12,16611570
1000,3,3,2,1,27,Mumbai,North,8.63,3.93,14.48,8771415
4934,5,6,1,1,8,Bengaluru,Central,1.26,3.85,3.79,32375801
707,4,4,3,2,24,Delhi,West,5.75,2.77,9.19,5875239
4294,3,2,3,1,20,Bengaluru,West,7.98,0.47,12.19,25813442
1569,4,3,1,3,17,Pune,West,5.18,6.54,7.85,8970053
3128,2,2,2,3,7,Pune,East,4.37,2.16,12.3,16444349
4202,1,1,3,3,13,Chandigarh,South,1.75,6.78,3.71,19483064
3496,1,2,2,1,10,Chandigarh,East,8.09,4.38,14.99,14800208
3488,1,1,1,0,14,Delhi,North,4.71,6.03,12.7,21897766
4575,3,4,3,0,9,Mumbai,West,5.84,0.25,0.81,40888619
3498,4,5,3,3,23,Bengaluru,South,7.37,7.84,14.45,21955051
4437,4,3,2,3,16,Chandigarh,East,9.4,6.72,0.9,21345118
2166,1,1,3,1,13,Mumbai,South,3.64,9.13,8.44,18024174
1580,3,2,3,2,19,Bengaluru,Central,3.86,1.56,13.24,10443487
2651,2,3,3,0,23,Delhi,North,3.43,1.54,10.93,17364216
713,4,3,1,0,2,Delhi,South,4.7,1.53,4.86,6931939
1322,4,3,2,2,17,Mumbai,Central,2.83,3.93,5.45,12900229
1150,5,6,3,3,12,Pune,East,7.98,7.43,13.9,6729622
2913,4,3,3,3,4,Pune,East,4.66,0.29,6.05,16715546
3967,3,4,3,1,30,Bengaluru,Central,6.12,4.16,11.66,23937999
2894,2,2,2,2,3,Bengaluru,East,6.32,4.5,7.4,19411600
3308,4,5,1,0,7,Chandigarh,West,1.7,3.77,1.69,15899571
2705,2,3,1,1,2,Chandigarh,North,7.53,5.27,9.93,12987372
3260,3,3,2,3,3,Pune,East,5.0,2.61,7.71,17719544
4595,5,4,3,0,2,Mumbai,South,7.91,6.31,12.62,40914887
2093,4,4,2,0,10,Bengaluru,West,6.13,3.41,8.68,13953080
609,5,4,2,3,11,Mumbai,East,6.68,2.93,11.49,7704276
4992,3,4,1,0,20,Pune,West,3.89,9.05,4.39,26010022
4211,3,4,3,3,14,Bengaluru,North,5.25,4.75,6.09,26104853
864,4,5,3,1,16,Chandigarh,South,3.73,8.5,5.05,4885719
4158,4,3,1,0,30,Delhi,Central,4.72,8.28,10.56,27668137
2568,5,4,3,3,4,Chandigarh,Central,1.66,3.66,5.19,13287708
2650,5,5,3,2,1,Bengaluru,Central,3.02,0.5,1.59,19318168
1841,1,2,2,3,26,Delhi,Central,6.24,9.3,7.6,11843576
4137,5,4,2,1,3,Mumbai,South,3.42,6.7,14.93,37939019
4168,1,2,3,2,29,Pune,West,3.77,1.85,11.41,20426814
2406,4,5,1,1,11,Bengaluru,West,2.39,2.9,8.88,15425681
2272,5,4,2,1,2,Delhi,West,8.86,7.92,9.46,17529313
2862,1,2,2,1,15,Chandigarh,North,7.54,5.8,4.82,12376049
3643,5,6,3,1,6,Bengaluru,South,1.76,3.47,0.63,24181470
3699,1,2,2,3,3,Bengaluru,West,6.03,7.82,11.1,21957911
2248,2,2,1,1,17,Delhi,North,2.07,2.7,4.29,14882175
2317,2,3,3,3,21,Mumbai,West,0.75,8.19,9.38,20387840
3241,1,2,2,1,28,Mumbai,West,2.4,1.24,14.32,26096928
3686,4,4,3,0,13,Bengaluru,North,7.11,8.32,13.19,22074630
2692,1,1,2,2,28,Mumbai,North,8.82,5.51,13.61,21910083
4994,3,3,1,2,12,Mumbai,East,3.71,0.29,11.48,43377100
3840,4,3,1,3,19,Pune,Central,2.86,7.37,10.19,20631013
4478,5,6,3,3,1,Mumbai,West,9.49,5.47,0.69,41408962
3155,2,2,1,3,7,Delhi,North,2.03,2.51,11.94,21107323
3242,2,3,1,1,27,Pune,Central,4.99,3.24,2.59,16054202
1539,2,2,2,1,10,Mumbai,South,0.25,4.2,9.52,14024621
1099,2,1,2,1,24,Chandigarh,South,2.83,4.22,1.15,5078852
4761,1,1,3,0,0,Pune,East,3.84,6.76,6.59,24212098
4001,4,5,1,1,14,Mumbai,South,5.04,1.29,1.92,36617969
4786,4,5,2,1,12,Pune,South,4.42,6.62,2.55,25753471
4685,3,4,2,0,6,Chandigarh,East,5.05,9.95,6.97,22291728
4814,1,1,2,2,12,Chandigarh,West,3.67,7.45,7.51,21780151
1176,5,5,3,0,6,Pune,Central,9.02,7.67,12.73,6957703
2485,3,3,2,0,3,Mumbai,East,4.22,9.43,6.65,22800368
1077,2,2,3,0,28,Pune,South,6.97,2.74,13.54,5768376
1922,2,2,2,2,4,Chandigarh,South,6.44,1.58,9.82,8942411
2072,5,5,3,3,20,Pune,Central,3.99,9.89,11.47,11196292
927,3,4,1,3,30,Mumbai,East,2.71,9.18,7.6,8410588
2431,2,3,1,3,3,Delhi,Central,6.59,8.63,2.28,17670614
2560,1,1,3,2,4,Mumbai,North,5.37,8.53,1.09,22347741
3867,3,3,1,1,1,Pune,South,0.84,0.98,11.45,19669326
915,4,3,1,2,6,Mumbai,South,1.6,7.6,10.87,9535508
2229,2,3,1,2,15,Mumbai,West,1.39,1.22,13.47,19062248
2241,4,4,3,0,3,Pune,North,6.26,1.47,0.23,12780588
2971,5,6,1,1,4,Pune,East,9.27,0.45,10.68,16761166
3302,4,5,1,0,13,Mumbai,North,9.47,9.74,14.29,29597767
1253,5,4,3,0,16,Bengaluru,East,2.68,2.41,1.09,8948659
937,5,5,2,2,16,Chandigarh,South,2.05,4.22,1.95,5810206
4994,3,2,3,1,6,Delhi,Central,9.38,1.26,1.67,33332973
578,3,4,2,1,17,Pune,South,4.07,9.21,8.03,3899405
2218,1,1,3,2,16,Mumbai,Central,1.55,2.38,8.74,18993551
2471,4,5,3,3,15,Chandigarh,Central,4.19,7.76,6.6,12400521
2249,4,4,2,0,13,Bengaluru,West,2.47,1.94,14.93,14606238
3866,5,6,3,2,30,Delhi,South,3.73,4.75,4.28,27175177
2305,2,1,1,1,17,Chandigarh,Central,7.25,8.99,2.43,10165659
2362,3,3,2,2,7,Delhi,East,7.31,9.14,6.3,16724843
4238,5,5,1,0,5,Delhi,West,5.62,9.43,9.71,29737185
602,4,4,3,0,19,Pune,South,3.04,8.92,2.76,4113927
996,3,3,3,3,26,Bengaluru,South,2.14,1.46,3.65,7519946
2834,1,1,3,0,0,Chandigarh,West,1.4,8.06,11.8,12552696
3284,4,4,3,1,6,Delhi,East,4.67,2.01,5.69,22974798
4503,4,3,2,3,6,Pune,West,8.32,2.86,13.57,24082524
2306,5,5,1,3,18,Delhi,Central,7.18,9.86,8.21,17453494
4736,5,6,2,2,10,Mumbai,South,3.39,5.51,2.72,44348653
2104,4,5,3,2,11,Pune,South,9.51,0.55,11.24,11433663
784,2,3,3,3,4,Mumbai,Central,8.74,3.71,9.47,7636921
656,2,2,1,3,3,Chandigarh,Central,1.81,5.13,7.52,3439421
3413,4,5,2,0,25,Delhi,Central,8.76,9.5,0.68,24119009
4675,3,4,1,1,23,Pune,Central,5.46,6.37,14.92,23328452
3559,4,5,1,0,28,Mumbai,South,6.2,8.05,6.23,31290284
4953,2,3,3,0,12,Chandigarh,South,0.57,1.68,2.05,21720659
4082,1,1,3,3,6,Mumbai,East,9.17,8.84,0.68,36260871
2915,3,4,1,3,21,Delhi,West,0.63,2.5,6.07,20768273
1963,5,6,1,0,15,Pune,West,3.4,3.01,13.25,10667520
4283,4,3,1,2,19,Mumbai,Central,8.1,9.06,11.9,37781795
1058,5,4,2,1,14,Pune,West,8.33,9.52,2.44,8388433
3069,1,1,2,0,29,Chandigarh,Central,7.26,9.97,4.04,13428607
3868,4,5,3,3,17,Bengaluru,West,9.36,1.8,0.41,26069779
1068,3,3,2,2,23,Delhi,Central,0.46,8.29,2.82,7886390
4299,2,2,3,2,28,Pune,West,2.4,9.46,0.4,21619700
2880,1,1,1,3,15,Bengaluru,South,7.42,2.58,7.66,17523240
3268,2,1,1,1,30,Pune,West,0.27,3.62,9.19,16174031
3819,2,3,2,1,4,Delhi,Central,0.5,1.09,1.34,26146441
840,1,1,3,1,8,Mumbai,North,8.99,3.36,1.5,8135698
2357,4,5,1,3,24,Delhi,Central,7.93,8.17,3.47,17669878
4150,4,5,1,3,18,Delhi,West,7.14,5.44,11.71,27582982
1218,4,4,1,3,11,Bengaluru,Central,9.51,7.09,4.94,9522035
3014,4,5,1,3,24,Pune,East,8.13,8.23,8.68,15647596
2352,2,2,1,0,3,Bengaluru,North,4.72,4.89,2.83,15675155
2107,3,4,2,1,21,Mumbai,East,2.77,1.89,0.47,19445419
2117,3,2,1,3,13,Delhi,North,8.59,7.89,12.55,15040714
4570,2,2,3,3,8,Mumbai,South,1.04,3.41,6.77,40877693
698,1,2,1,1,28,Mumbai,South,8.87,5.24,8.8,5044854
3541,4,4,3,2,19,Chandigarh,South,5.31,2.08,4.14,17874172
1332,3,3,2,0,30,Bengaluru,East,2.57,0.97,0.56,7965158
1871,3,4,2,3,7,Bengaluru,Central,7.77,7.22,9.24,12255768
996,5,4,3,1,12,Mumbai,West,4.17,1.16,14.64,10837111
4126,4,5,1,0,4,Mumbai,South,8.05,7.34,14.48,36073637
524,3,2,2,3,19,Pune,North,2.48,2.94,14.58,3653115
2656,4,5,3,1,24,Bengaluru,South,5.69,9.14,8.63,16637751
3830,4,5,3,1,11,Chandigarh,North,3.98,3.7,0.21,18036790
3873,5,6,3,1,8,Mumbai,East,1.37,3.24,6.63,35332510
2252,4,3,3,0,28,Pune,South,9.45,4.21,0.58,11919093
4775,3,4,1,3,7,Mumbai,West,6.25,5.28,11.47,41916276
794,3,2,3,1,19,Bengaluru,West,4.57,5.7,0.2,6056517
4731,2,1,2,2,22,Bengaluru,South,4.32,8.88,11.38,28446605
1072,4,3,2,0,11,Chandigarh,West,7.0,0.88,11.23,5570279
2658,2,3,1,1,6,Delhi,Central,1.64,2.02,5.06,17888264
3946,2,2,1,0,17,Delhi,East,9.78,8.49,6.93,26209630
903,4,4,3,1,9,Bengaluru,North,1.22,0.7,12.91,6742699
4062,4,4,3,2,13,Pune,East,7.44,2.67,13.47,21131462
3947,3,4,1,0,30,Chandigarh,East,5.81,1.72,3.25,18908499
2463,5,4,3,0,12,Bengaluru,East,9.83,4.87,2.6,16648493
